ID;Datum;Frage 1 - Welches Geschlecht hast du?;Frage 2 - Wie alt bist du?;Frage 3 - Studierst du aktuell?;Frage 4 - Ich bin mit dem Bereich Verteidigung / Defense als mögliches Tätigkeitsfeld vertraut.;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Gehalt;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Gutes Arbeitsklima;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Übereinstimmung mit moralischen Werten;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Work-Life-Balance;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Gesellschaftlicher Beitrag;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Interesse & Spaß an der Tätigkeit;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Jobsicherheit;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Karriere & Aufstiegsmöglichkeiten;Frage 6 - Was studierst du?;Frage 7 - In welchem Semester bist du?;Frage 8 - In meinem Studiengang wird (Berufs)ethik thematisiert.;Frage 9 - Ich fühle mich durch mein Studium ausreichend auf ethische Fragen in meinem Berufsfeld vorbereitet.;Frage 10 - In welchem Bereich arbeitest du?;Frage 11 - (Berufs)ethik bietet für mich eine Orientierung für mein Handeln.;Frage 12 - Ich kann mir vorstellen, in einem Unternehmen oder Projekt mit Bezug zum Rüstungs-/Verteidigungsbereich zu arbeiten.;Frage 13 - Falls du es dir vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Schutz demokratischer Werte und staatlicher Souveränität;Frage 13 - Falls du es dir vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Geopolitische Verantwortung Deutschlands / Europas;Frage 13 - Falls du es dir vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Berufliche Perspektiven (Karrierechancen);Frage 13 - Falls du es dir vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Finanzielle Gründe;Frage 13 - Falls du es dir vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Technische Innovation und interessante Projekte;Frage 13 - Falls du es dir vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Keiner der Gründe;Frage 14 - Falls du es dir nicht vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Moralische / ethische Bedenken;Frage 14 - Falls du es dir nicht vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Politische Überzeugung;Frage 14 - Falls du es dir nicht vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Unklare rechtliche Verantwortung;Frage 14 - Falls du es dir nicht vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Soziales Umfeld / Stigmatisierung / Erwartungen anderer;Frage 14 - Falls du es dir nicht vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);Frage 14 - Falls du es dir nicht vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Keiner der Gründe;Frage 15 - Ich kann mir vorstellen, an einem Forschungsprojekt mit militärischer Förderung teilzunehmen.;Frage 16 - Wer trägt deiner Meinung nach am meisten persönliche moralische Mitverantwortung für die Anwendung technischer Arbeit? - Der/Die Ingenieur*in selbst;Frage 16 - Wer trägt deiner Meinung nach am meisten persönliche moralische Mitverantwortung für die Anwendung technischer Arbeit? - Der Arbeitgeber;Frage 16 - Wer trägt deiner Meinung nach am meisten persönliche moralische Mitverantwortung für die Anwendung technischer Arbeit? - Der Gesetzgeber /Die Politik;Frage 16 - Wer trägt deiner Meinung nach am meisten persönliche moralische Mitverantwortung für die Anwendung technischer Arbeit? - Der Auftraggeber;Frage 16 - Wer trägt deiner Meinung nach am meisten persönliche moralische Mitverantwortung für die Anwendung technischer Arbeit? - Die Gesellschaft als Ganzes;Frage 17 - Szenario: Du erhältst zwei gleichwertige Stellenangebote: Angebot A von einer zivilen Firma. Angebot B von einem Rüstungskonzern mit 20 % höherem Gehalt. Vom Inhalt her sind die beiden Angebote gleich herausfordernd und interessant. Was würdest du tun?;Frage 18 - Ich hätte Bedenken, wenn Produkte oder Software, die ich in einem zivilen Unternehmen entwickelt habe, auch im militärischen Bereich verwendet werden (Dual-Use)?;Frage 19 - Ich hätte Gewissenskonflikte, wenn ich im Defense-Bereich arbeiten würde.;Frage 20 - Meine Einstellung zur Arbeit im Verteidigungsbereich hat sich in den letzten 2-3 Jahren verändert.;Frage 21 - Gibt es etwas, das du zum Thema Berufsethik und Defense ergänzen möchtest?;ist anonym;abgeschlossen;beendet;Beantwortungsdauer (in s);Antwort-Quote;Sprache;Startzeit;Endzeit;Laufzeit;Dauer für Seite 1 (in s);Dauer für Seite 2 (in s);Dauer für Seite 3 (in s);Dauer für Seite 4 (in s);Dauer für Seite 5 (in s)
134;10.06.26;Weiblich;18-22;Ja;2;6;5;3;2;7;4;1;8;International Business / BWL;3./4. Semester;Ja, aber nur am Rande;3;Ich arbeite nicht;4;3;Schutz demokratischer Werte und staatlicher Souveränität;;;Finanzielle Gründe;;;Moralische / ethische Bedenken;;;Soziales Umfeld / Stigmatisierung / Erwartungen anderer;;;3;5;4;2;3;1;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;1;2;3;;1;1;1;269.32;95.24%;de;10.06.26;10.06.26; 00:04:30;50;16;10;139;55
135;10.06.26;Weiblich;23-27;Ja;3;7;4;5;6;3;2;1;8;International Business / BWL;1./2. Semester;Ja;4;Anderes;5;5;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;;;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;4;2;3;1;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;5;;1;1;1;172.52;95.24%;de;10.06.26;10.06.26; 00:02:53;43;25;19;31;55
137;10.06.26;Weiblich;18-22;Ja;5;2;6;8;5;7;1;4;3;International Business / BWL;1./2. Semester;Ja, aber nur am Rande;4;Anderes;1;4;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;;;;;;;;;;Keiner der Gründe;5;4;3;1;2;5;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;2;3;2;;1;1;1;225.96;95.24%;de;10.06.26;10.06.26; 00:03:46;39;23;18;34;112
138;10.06.26;Männlich;18-22;Ja;4;4;2;7;3;8;1;6;5;International Business / BWL;1./2. Semester;Ja, aber nur am Rande;4;Anderes;3;5;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;4;1;3;2;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;2;2;3;;1;1;1;205.94;95.24%;de;10.06.26;10.06.26; 00:03:26;64;18;14;38;72
139;10.06.26;Weiblich;28-34;Ja;3;3;5;6;7;2;1;8;4;International Business / BWL;1./2. Semester;Ja;5;Anderes;4;3;Schutz demokratischer Werte und staatlicher Souveränität;;;Finanzielle Gründe;Technische Innovation und interessante Projekte;;Moralische / ethische Bedenken;;Unklare rechtliche Verantwortung;;;;4;3;4;2;5;1;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;3;3;2;;1;1;1;288.6;95.24%;de;10.06.26;10.06.26; 00:04:49;66;24;29;69;100
140;10.06.26;Weiblich;18-22;Ja;4;8;3;4;1;6;2;5;7;Social Data Science & Communication;3./4. Semester;Ja, aber nur am Rande;2;Data Science / Data Engineering;4;1;Schutz demokratischer Werte und staatlicher Souveränität;;;;;;Moralische / ethische Bedenken;;;;;;1;4;2;1;3;5;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;4;5;1;;1;1;1;277.32;95.24%;de;10.06.26;10.06.26; 00:04:38;84;23;18;34;118
141;10.06.26;Weiblich;18-22;Ja;1;2;6;1;3;5;4;7;8;International Business / BWL;5./6. Semester;Ja, aber nur am Rande;1;Ich arbeite nicht;5;1;;;;;;Keiner der Gründe;Moralische / ethische Bedenken;Politische Überzeugung;Unklare rechtliche Verantwortung;Soziales Umfeld / Stigmatisierung / Erwartungen anderer;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;2;5;4;2;1;3;Ich würde Angebot A wählen;4;5;3;;1;1;1;216.77;95.24%;de;10.06.26;10.06.26; 00:03:37;69;16;13;47;71
142;10.06.26;Männlich;18-22;Ja;2;6;4;7;2;8;1;3;5;Elektrotechnik;7./8. Semester;Nein;2;Elektrotechnik;2;1;;;;;Technische Innovation und interessante Projekte;;Moralische / ethische Bedenken;Politische Überzeugung;;;;;5;5;4;1;3;2;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;3;3;4;;1;1;1;355.32;95.24%;de;10.06.26;10.06.26; 00:05:56;117;27;13;80;118
143;10.06.26;Männlich;23-27;Ja;3;3;5;8;6;7;1;4;2;International Business / BWL;7./8. Semester;Ja;3;Ich arbeite nicht;3;3;;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;;;Moralische / ethische Bedenken;;;;;;3;4;3;1;2;5;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;3;4;4;;1;1;1;322.75;95.24%;de;10.06.26;10.06.26; 00:05:23;78;29;45;75;96
144;10.06.26;Männlich;23-27;Ja;3;5;2;1;6;4;3;7;8;Social Data Science & Communication;1./2. Semester;Ja, aber nur am Rande;3;Anderes;4;4;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;;;;;;;;;;Keiner der Gründe;4;1;3;2;5;4;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;3;2;2;;1;1;1;560.94;95.24%;de;10.06.26;10.06.26; 00:09:21;168;42;62;109;181
146;10.06.26;Männlich;18-22;Ja;3;2;4;8;5;3;6;1;7;Social Data Science & Communication;1./2. Semester;Ja, aber nur am Rande;2;Ich arbeite nicht;3;3;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;;;;;;;;;;Keiner der Gründe;3;4;2;3;1;5;Ich würde Angebot A wählen;2;2;4;;1;1;1;255.18;95.24%;de;10.06.26;10.06.26; 00:04:16;47;22;13;37;136
148;10.06.26;Männlich;18-22;Ja;5;4;2;8;5;7;3;6;1;Social Data Science & Communication;1./2. Semester;Ja, aber nur am Rande;4;Anderes;2;5;;Geopolitische Verantwortung Deutschlands / Europas;;;;;;;;;;Keiner der Gründe;5;5;3;2;4;1;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;2;1;1;;1;1;1;274.32;95.24%;de;10.06.26;10.06.26; 00:04:35;65;29;24;73;84
149;10.06.26;Männlich;23-27;Ja;2;2;5;6;7;8;4;3;1;Social Data Science & Communication;1./2. Semester;Ja;4;Anderes;4;2;;;Berufliche Perspektiven (Karrierechancen);;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;3;4;2;3;1;5;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;2;3;2;;1;1;1;207.87;95.24%;de;10.06.26;10.06.26; 00:03:28;77;20;10;36;64
150;10.06.26;Weiblich;28-34;Ja;3;2;5;1;4;8;7;3;6;Social Data Science & Communication;1./2. Semester;Ja;4;Anderes;4;3;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;;;;;;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;3;3;5;2;4;1;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;2;1;5;Vielleicht wäre es gut, zu Beginn der Umfrage zu fragen, ob die Person deutscher Staatsbürger ist. Da ich Ausländerin bin, habe ich nämlich über mein Land und die politischen Beziehungen zwischen meinem Land und Deutschland geantwortet.;1;1;1;1179.38;100%;de;10.06.26;10.06.26; 00:19:40;118;44;51;181;786
152;10.06.26;Weiblich;23-27;Ja;2;4;3;6;7;8;2;1;5;Social Data Science & Communication;3./4. Semester;Ja;4;Data Science / Data Engineering;3;2;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;;;Moralische / ethische Bedenken;Politische Überzeugung;Unklare rechtliche Verantwortung;Soziales Umfeld / Stigmatisierung / Erwartungen anderer;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;2;5;1;3;2;4;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;5;5;5;;1;1;1;253.49;95.24%;de;10.06.26;10.06.26; 00:04:14;55;17;11;86;85
154;11.06.26;Männlich;18-22;Ja;3;5;6;8;7;1;2;4;3;Elektrotechnik;1./2. Semester;Nein;5;Elektrotechnik;1;5;;Geopolitische Verantwortung Deutschlands / Europas;Berufliche Perspektiven (Karrierechancen);;;;Moralische / ethische Bedenken;;Unklare rechtliche Verantwortung;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;5;3;2;4;5;1;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;5;1;5;;1;1;1;106.07;95.24%;de;11.06.26;11.06.26; 00:01:47;48;20;14;11;13
155;11.06.26;Männlich;23-27;Ja;3;3;1;5;4;6;2;8;7;Elektrotechnik;1./2. Semester;Nein;1;Elektrotechnik;4;3;;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;;;Moralische / ethische Bedenken;Politische Überzeugung;;;;;4;3;5;2;4;1;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;4;4;2;;1;1;1;248;95.24%;de;11.06.26;11.06.26; 00:04:08;47;43;15;51;92
156;11.06.26;Männlich;23-27;Ja;5;8;2;7;6;4;1;3;5;Elektrotechnik;1./2. Semester;Weiß ich nicht;1;Elektrotechnik;2;5;;;;;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;4;2;1;3;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;5;1;1;Ich persönlich sehe kein Provlem für mich direkt. Ja, was ich entwickle kann für unfassbar böses verwendet werden, aber ich mche das ganze nur um zu sehen wie weit ich kommen würde. Was bin ich in der Lage zu erschaffen, was kann ich wrschaffen.;1;1;1;833.7;100%;de;11.06.26;11.06.26; 00:13:54;71;26;31;66;639
157;11.06.26;Weiblich;18-22;Ja;3;4;6;7;5;8;2;1;3;Elektrotechnik;1./2. Semester;Nein;3;Elektrotechnik;2;4;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;Berufliche Perspektiven (Karrierechancen);;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;4;5;4;3;1;2;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;3;2;3;;1;1;1;222.8;95.24%;de;11.06.26;11.06.26; 00:03:43;55;23;21;62;62
159;11.06.26;Männlich;23-27;Ja;4;4;5;8;2;7;1;3;6;Elektrotechnik;1./2. Semester;Nein;3;Anderes;3;4;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;;;Moralische / ethische Bedenken;;;;;;4;5;2;3;1;4;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;2;2;4;;1;1;1;220.11;95.24%;de;11.06.26;11.06.26; 00:03:41;72;18;18;48;65
160;11.06.26;Männlich;23-27;Ja;2;4;5;8;3;7;1;2;6;Elektrotechnik;1./2. Semester;Nein;2;Maschinenbau und Produktion;3;4;;;;Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;4;2;1;3;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;1;;1;1;1;241.35;95.24%;de;11.06.26;11.06.26; 00:04:02;77;26;11;50;77
162;11.06.26;Männlich;18-22;Ja;4;2;4;8;5;6;1;3;7;Elektrotechnik;1./2. Semester;Nein;3;Elektrotechnik;3;5;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;4;5;2;1;3;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;2;1;4;;1;1;1;480.39;95.24%;de;11.06.26;11.06.26; 00:08:01;106;46;47;63;218
163;11.06.26;Weiblich;18-22;Ja;3;2;3;7;6;8;5;4;1;Elektrotechnik;1./2. Semester;Weiß ich nicht;3;Elektrotechnik;3;4;Schutz demokratischer Werte und staatlicher Souveränität;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;;;;;;;;Keiner der Gründe;3;5;2;1;3;4;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;4;4;2;;1;1;1;286.91;95.24%;de;11.06.26;11.06.26; 00:04:47;78;36;29;64;80
164;11.06.26;Männlich;18-22;Ja;4;3;6;4;1;8;2;7;5;Elektrotechnik;1./2. Semester;Nein;1;Elektrotechnik;3;3;;;;;Technische Innovation und interessante Projekte;;Moralische / ethische Bedenken;;;Soziales Umfeld / Stigmatisierung / Erwartungen anderer;;;4;4;2;3;1;5;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;1;4;2;;1;1;1;410.48;95.24%;de;11.06.26;11.06.26; 00:06:51;82;20;35;81;193
165;11.06.26;Männlich;18-22;Ja;4;2;5;7;4;8;1;3;6;Elektrotechnik;1./2. Semester;Weiß ich nicht;3;Elektrotechnik;3;4;;Geopolitische Verantwortung Deutschlands / Europas;;;Technische Innovation und interessante Projekte;;;;;Soziales Umfeld / Stigmatisierung / Erwartungen anderer;;;4;2;3;4;1;5;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;3;3;2;;1;1;1;377.93;95.24%;de;11.06.26;11.06.26; 00:06:18;78;24;18;93;165
166;11.06.26;Männlich;18-22;Ja;2;3;1;6;4;7;5;2;8;Elektrotechnik;1./2. Semester;Nein;1;Elektrotechnik;2;3;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;Moralische / ethische Bedenken;Politische Überzeugung;;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;3;5;4;2;3;1;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;4;3;3;;1;1;1;297.4;95.24%;de;11.06.26;11.06.26; 00:04:58;76;22;36;53;110
167;11.06.26;Männlich;18-22;Ja;4;2;5;8;7;6;3;4;1;Elektrotechnik;1./2. Semester;Nein;4;Elektrotechnik;3;5;;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;3;2;4;1;5;Ich würde Angebot B aus anderen Gründen wählen;1;1;2;Die Waffen-/Rüstungsindustrie wird immer gebraucht, da immer gekämpft bzw. Krieg geführt wird. Da ist die „Berufsethik“ egal.;1;1;1;653.06;100%;de;11.06.26;11.06.26; 00:10:54;99;39;56;68;390
168;11.06.26;Männlich;18-22;Ja;4;2;4;7;8;5;1;6;3;Elektrotechnik;1./2. Semester;Nein;3;Elektrotechnik;3;4;;;;Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;4;5;3;2;1;4;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;3;3;2;;1;1;1;339.64;95.24%;de;11.06.26;11.06.26; 00:05:40;70;96;24;43;107
169;11.06.26;Männlich;18-22;Ja;4;3;4;8;5;7;2;1;6;Elektrotechnik;1./2. Semester;Nein;3;Elektrotechnik;4;5;;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;3;1;2;4;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;4;3;2;;1;1;1;426.9;95.24%;de;11.06.26;11.06.26; 00:07:07;178;33;38;77;100
170;11.06.26;Männlich;18-22;Ja;2;7;5;2;8;1;3;4;6;Elektrotechnik;1./2. Semester;Nein;2;Elektrotechnik;3;4;;;;;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;4;2;3;1;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;1;2;1;;1;1;1;1013.56;95.24%;de;11.06.26;11.06.26; 00:16:54;166;43;38;679;88
171;11.06.26;Weiblich;18-22;Ja;3;5;3;1;4;7;8;2;6;Elektrotechnik;1./2. Semester;Weiß ich nicht;2;Elektrotechnik;5;3;Schutz demokratischer Werte und staatlicher Souveränität;;;;;;Moralische / ethische Bedenken;;;;;;3;2;3;1;4;5;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;4;4;3;;1;1;1;433.8;95.24%;de;11.06.26;11.06.26; 00:07:14;211;16;21;50;136
172;11.06.26;Männlich;18-22;Ja;1;2;4;7;1;8;3;6;5;Elektrotechnik;1./2. Semester;Ja, aber nur am Rande;2;Elektrotechnik;2;2;;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;Moralische / ethische Bedenken;;;Soziales Umfeld / Stigmatisierung / Erwartungen anderer;;;1;5;3;1;4;2;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;2;4;3;;1;1;1;272.37;95.24%;de;11.06.26;11.06.26; 00:04:33;41;29;27;58;117
173;11.06.26;Männlich;18-22;Ja;4;1;6;7;4;8;2;3;5;Elektrotechnik;1./2. Semester;Weiß ich nicht;3;Elektrotechnik;3;4;;;;Finanzielle Gründe;Technische Innovation und interessante Projekte;;Moralische / ethische Bedenken;;;;;;4;3;2;4;1;5;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;3;2;2;"Defense ist nicht automatisch Kriegswirtschaft. Das ist auch Produktion für Polizei oder andere staatliche Organisation sowie viel Forschung, die in allen Bereichen der Gesellschaft nutzbar ist
Eine Produktion von Waffen oder Verteidigungsgeräten gehört dazu, um die Sicherheit unserer Gesellschaft gewährleisten zu können";1;1;1;544.1;100%;de;11.06.26;11.06.26; 00:09:05;67;22;12;46;397
176;11.06.26;Weiblich;23-27;Ja;2;3;8;2;1;7;4;6;5;International Business / BWL;7./8. Semester;Ja, aber nur am Rande;2;Anderes;4;3;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;;;;;;;Unklare rechtliche Verantwortung;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;3;3;4;1;2;5;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;3;2;3;;1;1;1;287.4;95.24%;de;11.06.26;11.06.26; 00:04:48;77;24;22;80;84
177;11.06.26;Männlich;28-34;Ja;3;5;1;3;6;2;4;7;8;Elektrotechnik;1./2. Semester;Ja, aber nur am Rande;3;Maschinenbau und Produktion;5;5;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;;;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;4;2;3;1;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;4;;1;1;1;422.91;95.24%;de;11.06.26;11.06.26; 00:07:03;88;39;40;62;194
178;11.06.26;Weiblich;18-22;Ja;2;4;2;3;1;8;5;7;6;International Business / BWL;7./8. Semester;Ja, aber nur am Rande;2;Anderes;4;2;;;;Finanzielle Gründe;;;Moralische / ethische Bedenken;;;;;;2;5;3;1;4;2;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;3;4;4;;1;1;1;580.39;95.24%;de;11.06.26;11.06.26; 00:09:41;180;54;34;170;142
179;11.06.26;Männlich;23-27;Ja;3;2;7;5;1;8;3;4;6;International Business / BWL;5./6. Semester;Ja, aber nur am Rande;2;Ich arbeite nicht;4;4;;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;Moralische / ethische Bedenken;;;;;;4;4;2;3;1;5;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;2;2;2;;1;1;1;271.65;95.24%;de;11.06.26;11.06.26; 00:04:32;55;32;19;62;103
180;11.06.26;Männlich;18-22;Ja;5;6;2;4;7;8;1;5;3;Maschinenbau;5./6. Semester;Ja, aber nur am Rande;4;Maschinenbau und Produktion;3;4;;Geopolitische Verantwortung Deutschlands / Europas;;Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;4;1;3;2;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;2;3;5;;1;1;1;243.16;95.24%;de;11.06.26;11.06.26; 00:04:04;64;27;20;41;91
181;11.06.26;Männlich;23-27;Ja;4;7;4;1;6;2;3;5;8;Maschinenbau;1./2. Semester;Nein;1;Anderes;5;1;;;;;;Keiner der Gründe;Moralische / ethische Bedenken;Politische Überzeugung;Unklare rechtliche Verantwortung;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;1;5;4;1;3;2;Ich würde Angebot A wählen;5;5;4;;1;1;1;352.82;95.24%;de;11.06.26;11.06.26; 00:05:53;99;19;24;85;126
183;12.06.26;Männlich;23-27;Ja;3;3;7;1;4;6;5;8;2;Social Data Science & Communication;3./4. Semester;Ja;3;Data Science / Data Engineering;4;3;;Geopolitische Verantwortung Deutschlands / Europas;Berufliche Perspektiven (Karrierechancen);;;;;;;;;Keiner der Gründe;3;1;5;2;4;3;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;3;3;3;;1;1;1;151.37;95.24%;de;12.06.26;12.06.26; 00:02:32;26;24;13;32;56
184;12.06.26;Weiblich;23-27;Ja;2;3;6;5;8;4;2;1;7;Social Data Science & Communication;3./4. Semester;Ja, aber nur am Rande;3;Anderes;4;2;;;;Finanzielle Gründe;;;Moralische / ethische Bedenken;;Unklare rechtliche Verantwortung;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;1;4;3;2;1;5;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;4;5;3;;1;1;1;573.22;95.24%;de;12.06.26;12.06.26; 00:09:34;114;24;14;88;333
185;12.06.26;Weiblich;23-27;Ja;5;6;2;7;5;8;1;4;3;Social Data Science & Communication;1./2. Semester;Ja, aber nur am Rande;5;Data Science / Data Engineering;3;5;;;Berufliche Perspektiven (Karrierechancen);;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;2;1;3;4;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;1;;1;1;1;168.26;95.24%;de;12.06.26;12.06.26; 00:02:49;49;20;26;27;46
186;12.06.26;Männlich;18-22;Ja;2;6;3;7;1;8;2;5;4;Social Data Science & Communication;1./2. Semester;Nein;3;Anderes;3;4;;;Berufliche Perspektiven (Karrierechancen);;;;Moralische / ethische Bedenken;;;;;;4;5;3;4;1;2;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;2;2;3;;1;1;1;313.96;95.24%;de;12.06.26;12.06.26; 00:05:14;79;57;20;47;110
